Geneid	RpS12_C_RNA	RpS12_B_RNA	RpS12_A_RNA	Xrp1_C_RNA	Xrp1_B_RNA	Xrp1_A_RNA
FBGN0031763	46	39	15	17	41	23
FBGN0032191	2438	2422	2562	1725	2035	2182
FBGN0011232	3324	3951	3544	2394	2467	2561
FBGN0014454	9	30	58	61	21	14
FBGN0032922	375	338	378	414	466	541
FBGN0051826	15	32	24	16	15	3
FBGN0051755	611	677	526	482	581	583
FBGN0032251	582	749	797	462	519	507
FBGN0031589	995	1151	1583	1288	1724	1584
FBGN0022213	19479	18885	19769	18358	21186	19921
FBGN0040262	15	14	18	38	9	16
FBGN0015000	1953	2234	1990	1411	1893	1669
FBGN0259192	25	97	63	84	61	49
FBGN0053901	0	7	1	20	14	7
FBGN0262475	441	494	593	545	499	455
FBGN0053836	0	0	0	0	0	0
FBGN0013300	16	4	24	2	15	6
FBGN0284225	85	98	77	194	110	92
FBGN0032869	166	142	184	48	88	40
FBGN0031893	3688	3952	3665	2604	3482	3142
FBGN0031227	1003	1045	1043	840	1251	981
FBGN0031800	12	37	8	28	7	22
FBGN0042627	54	58	241	125	126	71
FBGN0010287	707	750	941	646	721	1020
FBGN0032139	23	20	29	37	33	9
FBGN0032258	3873	4566	4347	2526	3125	3164
FBGN0031312	1889	2606	1930	1614	1837	2159
FBGN0031263	2661	2588	2505	2202	2306	2582
FBGN0031908	452	255	586	327	220	209
FBGN0031675	519	1162	594	239	315	303
FBGN0032287	60	76	582	27	52	22
FBGN0032049	16	26	92	57	8	2
FBGN0085396	21	4	22	65	11	18
FBGN0053848	1	0	0	0	0	0
FBGN0053839	1	0	0	0	0	0
FBGN0015664	10320	11287	11960	8984	9512	10699
FBGN0015399	9160	11707	10051	6998	8086	8714
FBGN0031896	3038	3571	2951	2732	3357	3218
FBGN0259956	2	0	3	9	2	3
FBGN0032208	42797	51021	48560	37306	42366	40675
FBGN0031835	65	84	114	90	62	57
FBGN0032702	2123	2233	2061	2184	2281	2446
FBGN0032298	2556	2572	2313	1903	2324	2642
FBGN0259230	34	10	10	7	0	7
FBGN0032143	10	68	20	24	12	0
FBGN0015623	9566	11995	11779	7655	8160	9064
FBGN0031357	1209	1313	1214	981	983	1084
FBGN0267378	6344	7766	7871	5825	6082	5586
FBGN0031677	26	39	17	10	39	23
FBGN0032088	25	0	86	14	10	1
FBGN0032256	1119	925	1093	1468	1204	1239
FBGN0032585	29	27	4	18	20	16
FBGN0045487	13	13	18	54	12	9
FBGN0261608	45228	47403	42969	33806	43653	42416
FBGN0031805	0	1	99	38	58	28
FBGN0053885	0	0	0	0	0	0
FBGN0041246	1	18	29	23	22	9
FBGN0032637	51	25	93	36	39	36
FBGN0031365	6	0	12	13	2	21
FBGN0004892	4696	5379	4561	3656	4910	4942
FBGN0031883	13058	14887	14711	11913	12030	13384
FBGN0040959	12	10	202	16	16	19
FBGN0053879	0	0	0	0	0	0
FBGN0032001	259	243	203	254	263	258
FBGN0028949	4	2	5	12	13	10
FBGN0032656	8691	10158	9991	7147	7751	7412
FBGN0051717	446	546	373	324	448	457
FBGN0263982	0	0	0	4	2	3
FBGN0000406	31	29	324	31	34	22
FBGN0024245	5328	5544	5266	3704	4527	4387
FBGN0011676	80	105	87	72	70	67
FBGN0032446	582	698	592	413	463	554
FBGN0260470	0	36	3	10	2	2
FBGN0032490	6	25	12	11	6	10
FBGN0053808	165	299	178	8	9	6
FBGN0031623	49	14	28	34	57	57
FBGN0004584	24011	23163	23568	23335	26906	25622
FBGN0260758	114	113	224	154	169	140
FBGN0031918	66	80	104	94	95	167
FBGN0051807	7	27	3	5	1	19
FBGN0032516	1287	1361	1180	798	958	886
FBGN0040718	1884	1954	1890	759	939	1428
FBGN0263654	2	0	11	4	6	0
FBGN0031302	1	38	0	17	18	6
FBGN0083968	324	212	371	116	357	233
FBGN0053127	109	97	135	149	119	95
FBGN0031946	4	0	0	9	15	1
FBGN0261582	1	0	1	2	0	22
FBGN0085423	8976	10477	9915	8624	10285	9731
FBGN0011648	8055	8234	7638	6284	7120	7489
FBGN0031773	1169	1003	1090	784	983	803
FBGN0086691	29	115	411	46	54	39
FBGN0032036	1483	1502	2044	1686	1863	1732
FBGN0032282	0	9	0	16	14	23
FBGN0259482	816	1055	899	731	976	842
FBGN0266492	4	36	24	33	13	22
FBGN0264953	6870	7970	8127	9196	9194	9437
FBGN0000227	17	0	24	7	14	15
FBGN0032732	743	588	440	548	549	558
FBGN0000384	5472	6242	5965	4550	5255	4706
FBGN0031895	1821	2373	1912	1544	1382	1622
FBGN0028644	16	30	18	40	9	7
FBGN0051976	8	38	1	18	19	5
FBGN0053905	3	24	1	19	16	7
FBGN0032797	90	71	111	93	50	63
FBGN0053869	4	25	0	0	0	0
FBGN0031488	5436	6323	6049	6327	6677	6367
FBGN0032023	15	26	8	23	25	33
FBGN0028467	3291	3672	3679	2602	3042	3305
FBGN0031490	44	76	81	97	44	36
FBGN0032447	412	295	226	193	319	274
FBGN0052971	4	35	41	9	12	30
FBGN0032247	572	741	865	551	737	701
FBGN0054051	11	0	27	15	16	4
FBGN0053819	1173	762	994	995	1590	1088
FBGN0031804	12	8	4	24	4	0
FBGN0283478	14307	15088	13435	15676	16672	17807
FBGN0028952	1240	1280	1442	1233	1266	981
FBGN0041248	6	60	12	50	49	10
FBGN0031359	1518	1709	1985	1347	1447	1746
FBGN0001977	4306	4319	4227	3551	4406	4749
FBGN0031462	0	31	17	19	42	5
FBGN0265579	0	0	1	10	2	0
FBGN0031254	90	73	97	103	61	128
FBGN0027453	1242	1173	1141	973	951	1028
FBGN0031538	54	72	190	39	59	47
FBGN0264364	1	11	13	7	3	19
FBGN0031238	2169	1867	1821	2200	2213	2043
FBGN0005616	2894	2569	2751	2343	2637	2614
FBGN0031980	66446	72495	65749	56219	67470	72990
FBGN0045064	315	208	273	251	143	125
FBGN0032448	4	0	0	3	13	0
FBGN0031725	12	67	20	13	13	10
FBGN0032691	2684	3314	2850	2473	2656	2597
FBGN0031690	30	66	142	94	38	102
FBGN0051618	132	276	170	4	27	13
FBGN0028895	558	600	508	485	595	596
FBGN0041195	47	58	78	89	42	37
FBGN0261802	50523	54864	50916	45283	50768	49837
FBGN0032079	53	81	94	84	36	26
FBGN0032297	125	180	169	177	162	150
FBGN0032650	16	20	0	6	4	0
FBGN0020270	2451	2166	2573	2776	3043	3281
FBGN0031540	2095	2351	2216	2308	2284	2304
FBGN0031554	20	18	22	31	37	29
FBGN0025681	6571	8387	6875	5830	5928	6546
FBGN0032685	4389	2818	3780	6063	5332	7174
FBGN0015338	1851	2283	1882	1949	1927	2102
FBGN0032492	2	0	17	6	0	4
FBGN0031711	4869	4631	4899	4253	4900	4705
FBGN0027611	6871	9126	9680	10289	11907	11177
FBGN0264442	19322	19738	20937	24010	22761	22845
FBGN0031741	470	482	422	376	488	450
FBGN0063368	0	4	1	18	2	13
FBGN0262683	2	12	26	8	15	3
FBGN0032554	7	1	2	66	13	9
FBGN0262357	22	9	3	3	7	0
FBGN0028538	7515	8857	8864	5700	6406	6155
FBGN0031484	2887	2754	2582	2566	2941	3188
FBGN0032891	134	134	243	578	608	627
FBGN0262353	321	244	373	121	117	132
FBGN0250903	1056	1208	1026	786	861	781
FBGN0264342	33	56	26	84	43	12
FBGN0051910	5	7	24	20	9	2
FBGN0019809	27	52	18	90	39	13
FBGN0031267	1059	992	978	919	1145	1096
FBGN0024689	2603	3105	2720	2243	2579	2709
FBGN0031252	1116	1582	1279	1630	1710	1688
FBGN0288834	3346	3157	3102	4837	4937	5383
FBGN0052832	5	29	12	24	0	16
FBGN0032481	7861	8804	7845	6884	7236	7427
FBGN0085203	680	535	581	494	729	553
FBGN0032156	205	116	270	133	199	179
FBGN0259958	9	0	5	0	8	0
FBGN0031319	5419	6356	5834	4816	5132	5090
FBGN0040233	7508	8908	8933	8491	9239	9653
FBGN0032371	15	0	6	15	0	24
FBGN0261089	28	30	30	36	9	22
FBGN0262029	43791	49513	44047	34025	36444	40165
FBGN0032343	71	124	71	107	63	112
FBGN0263320	3	0	0	3	2	3
FBGN0002524	3510	4278	3393	3279	3773	3992
FBGN0031735	661	825	1060	573	939	641
FBGN0022023	22728	25203	24301	23756	25647	28197
FBGN0032373	54	49	441	41	34	46
FBGN0045038	1	37	0	10	21	11
FBGN0032816	510	568	801	454	558	671
FBGN0028875	50	57	52	98	25	27
FBGN0054007	0	0	26	7	3	4
FBGN0011570	9364	10294	9401	8384	9055	9009
FBGN0032791	123	147	135	66	166	57
FBGN0028694	9310	8954	8933	8655	9228	9942
FBGN0031816	1474	1507	1598	827	1013	1278
FBGN0031378	236	464	539	254	311	451
FBGN0032157	4827	5776	5100	4794	5216	5044
FBGN0025366	16448	17452	16011	15909	18476	19270
FBGN0028507	1495	1855	1764	1860	1865	1710
FBGN0032004	47	18	63	39	25	14
FBGN0042092	951	946	991	970	946	974
FBGN0023096	97	78	149	213	117	131
FBGN0085450	14455	15245	14738	12787	14709	13652
FBGN0020545	1212	1501	1507	1248	1134	1307
FBGN0032945	78	733	5650	97	74	66
FBGN0261064	1784	1642	1763	1291	1612	1475
FBGN0032439	10	28	11	15	32	1
FBGN0031872	27178	27784	27773	23897	27356	27457
FBGN0031644	2	2	0	34	22	0
FBGN0031446	23	12	27	30	24	13
FBGN0053125	52	35	6	62	27	28
FBGN0051776	13	10	22	41	37	22
FBGN0032249	167	174	167	195	321	233
FBGN0032943	1943	2156	2281	1660	1825	1907
FBGN0032066	26	40	10	37	11	28
FBGN0053641	11	8	7	4	15	14
FBGN0085427	23478	29004	28151	21100	22837	21931
FBGN0041150	87	98	32	71	44	76
FBGN0085410	13	17	14	92	29	23
FBGN0031682	1272	1317	1882	1062	917	1248
FBGN0031999	70	53	19	35	37	42
FBGN0261529	167	155	202	151	62	190
FBGN0032020	1485	1323	1508	1221	1607	1391
FBGN0051777	76	106	87	48	51	24
FBGN0032341	6333	7440	5857	4914	5430	5857
FBGN0032003	13	0	47	14	50	10
FBGN0262721	15	40	96	5	2	11
FBGN0032479	22029	25386	23565	18236	19757	20761
FBGN0032899	174	205	127	117	105	162
FBGN0031601	946	929	759	940	1091	1006
FBGN0031463	28	158	77	110	97	49
FBGN0031968	264	403	642	288	384	293
FBGN0032660	9	0	34	14	2	18
FBGN0028893	2	0	12	48	8	18
FBGN0032138	20517	21129	21054	20546	22176	24276
FBGN0032986	2612	2338	2888	2295	2790	2719
FBGN0053849	14	12	44	29	12	10
FBGN0031858	24	13	10	19	26	22
FBGN0051773	17	16	33	90	14	27
FBGN0028518	50	34	321	66	35	19
FBGN0031465	476	521	483	314	371	420
FBGN0003978	2296	2013	1926	2162	2191	2390
FBGN0031639	1011	1028	905	818	1046	974
FBGN0031854	9	22	25	56	22	14
FBGN0051606	15	13	4	0	5	18
FBGN0261999	101	34	56	114	98	132
FBGN0051661	3	17	24	4	11	4
FBGN0085212	542	555	487	334	432	383
FBGN0051708	30	54	68	56	12	10
FBGN0264546	8	0	3	4	4	0
FBGN0051823	15	32	35	10	10	11
FBGN0032151	40	40	74	90	45	47
FBGN0259213	43	43	72	91	32	91
FBGN0263321	0	4	15	6	14	14
FBGN0083945	14	17	39	51	37	14
FBGN0031590	6944	6642	7238	6720	7962	8212
FBGN0085193	51	69	82	51	70	55
FBGN0032849	562	886	916	742	863	855
FBGN0040106	15	27	19	43	73	30
FBGN0031523	14	34	62	71	26	5
FBGN0020416	66	40	156	48	14	8
FBGN0028541	4015	5161	4840	3627	4109	3447
FBGN0021796	18952	20787	21427	14071	16598	15779
FBGN0028527	2967	3003	3367	2524	2572	2819
FBGN0010497	979	1101	918	1072	986	1107
FBGN0266369	3583	3797	4649	3735	4430	4510
FBGN0040107	4	6	36	25	0	30
FBGN0028841	12	0	0	31	5	6
FBGN0032052	1927	1779	1736	1732	2003	1770
FBGN0032050	18574	16846	17294	15694	18105	18558
FBGN0032668	2	22	20	30	30	15
FBGN0014906	2012	2182	2604	2410	2428	2531
FBGN0031619	497	994	676	168	153	139
FBGN0031855	34	44	39	43	35	20
FBGN0028946	10	6	4	21	5	15
FBGN0261535	2389	2069	2638	2195	2508	2649
FBGN0053850	0	0	0	0	0	0
FBGN0031749	10	14	10	25	6	4
FBGN0032266	10	9	26	66	5	21
FBGN0028569	1	0	0	0	5	11
FBGN0040984	13	0	1	12	8	4
FBGN0032798	59	82	45	51	91	45
FBGN0031233	2903	2884	2691	2727	2633	2888
FBGN0085374	22	28	9	50	9	0
FBGN0000392	1015	606	795	694	928	786
FBGN0032664	28	3	1	12	28	14
FBGN0263278	988	1351	1225	778	1006	889
FBGN0259735	34683	42514	36773	27440	30920	31441
FBGN0028886	38	102	117	179	166	160
FBGN0053835	27	11	2	0	0	0
FBGN0053870	9	0	0	3	0	9
FBGN0028920	280	3272	29033	119	82	100
FBGN0000239	7082	7348	7665	7151	8394	8091
FBGN0085409	10061	13264	11098	6580	8023	8405
FBGN0053813	7261	5291	6648	6863	9934	7571
FBGN0032031	655	844	801	706	865	825
FBGN0023407	10077	11035	11424	7875	8716	8472
FBGN0053807	1193	773	1008	1137	1811	1326
FBGN0260817	2053	2038	2039	3381	3860	3398
FBGN0032358	1130	1055	1429	655	942	806
FBGN0032690	4916	5212	5108	5575	6697	6126
FBGN0031534	4468	4935	4730	3309	3713	4268
FBGN0031649	23	104	65	99	61	29
FBGN0045495	75	24	84	80	59	82
FBGN0032773	185	647	5914	333	254	268
FBGN0052987	4	26	26	17	32	1
FBGN0031717	4654	4855	4383	3475	4809	4372
FBGN0053900	0	0	0	1	4	0
FBGN0053844	0	0	0	0	0	0
FBGN0032506	34	29	24	105	47	55
FBGN0014000	5	32	271	24	14	24
FBGN0026141	0	0	3	6	0	0
FBGN0000256	12318	13696	13357	9196	9674	10286
FBGN0284230	464	487	551	447	544	584
FBGN0004868	27415	27474	27421	19353	21927	23209
FBGN0028932	1858	1871	1464	1781	1925	2019
FBGN0032431	34	16	60	23	54	48
FBGN0032801	124	228	204	149	176	193
FBGN0032213	11184	11962	11812	9025	10779	10740
FBGN0264545	0	0	20	8	0	0
FBGN0261787	4439	5595	4521	3843	3950	4091
FBGN0085194	0	9	6	23	22	41
FBGN0051809	136	90	206	164	117	261
FBGN0032100	43	104	39	114	124	80
FBGN0053862	15	18	0	27	0	0
FBGN0023090	160	98	168	258	177	141
FBGN0261925	0	0	25	18	8	1
FBGN0053892	7	7	0	0	0	0
FBGN0032464	19	26	35	28	29	45
FBGN0051814	103	27	7	41	55	45
FBGN0051633	328	554	339	283	214	296
FBGN0032769	19	20	3	3	17	2
FBGN0000097	12084	13644	11550	10426	11457	11905
FBGN0032375	0	6	16	8	6	2
FBGN0031468	186	183	225	217	362	309
FBGN0031617	226	64	228	348	116	104
FBGN0032252	76	105	106	93	62	82
FBGN0051855	945	981	975	607	750	861
FBGN0032350	11127	11057	9516	6987	8806	8150
FBGN0032021	4	2	19	26	2	50
FBGN0003866	24633	28067	25849	20579	23387	22876
FBGN0032593	7	54	52	69	54	73
FBGN0001128	1277	1018	1648	1105	877	925
FBGN0032074	4	59	345	30	26	15
FBGN0004106	5999	5636	5471	5490	6710	6110
FBGN0031598	2541	2715	2962	1896	2159	2310
FBGN0028848	14	22	0	34	12	2
FBGN0264341	10	30	51	15	0	10
FBGN0028884	0	24	13	16	9	19
FBGN0051874	19	28	4	2	23	9
FBGN0031611	1227	1155	1143	966	891	1081
FBGN0032135	652	829	817	500	640	626
FBGN0032454	19137	20166	19623	18238	21151	18999
FBGN0032888	20	6	19	17	24	26
FBGN0032634	2230	1848	1736	1286	1502	1547
FBGN0040717	282	229	806	394	74	209
FBGN0028944	2	8	2	8	4	1
FBGN0261396	11182	11205	10525	11166	11900	11841
FBGN0032639	8	31	115	27	41	46
FBGN0031343	10	25	24	18	37	51
FBGN0032956	6941	7000	6908	5669	6744	5761
FBGN0264361	9	5	0	0	0	3
FBGN0053126	21	28	45	51	27	30
FBGN0267347	1242	1095	1076	1198	1666	1301
FBGN0000183	7824	8705	7598	7063	7588	7126
FBGN0028892	11	0	27	7	4	28
FBGN0032775	4065	4808	4284	5361	4885	5011
FBGN0032451	934	1290	943	948	964	1028
FBGN0032161	356	366	392	397	347	305
FBGN0053801	420	361	412	1434	1873	1914
FBGN0031335	22	7	2	9	0	14
FBGN0031575	2315	2635	2412	2358	2385	2354
FBGN0265298	4918	4485	4848	4639	4612	5311
FBGN0051835	18	55	95	26	27	39
FBGN0002855	2	0	19	22	3	7
FBGN0051922	381	376	358	274	316	298
FBGN0032900	62	11	55	38	34	26
FBGN0031645	858	1033	1315	628	668	722
FBGN0001970	1805	2019	1748	1373	1973	1766
FBGN0000250	11278	11452	9627	8340	9811	9555
FBGN0051698	4	78	287	15	22	0
FBGN0014019	60	53	133	29	56	17
FBGN0053826	0	0	0	0	0	0
FBGN0032533	5	0	0	2	3	2
FBGN0284247	129813	145648	142666	111134	121970	120226
FBGN0083972	4	23	88	4	6	10
FBGN0032005	4810	4950	5500	3800	4302	4783
FBGN0032119	8	1	25	36	30	37
FBGN0026391	15	7	0	18	16	8
FBGN0283658	4724	4423	4584	4112	5307	4470
FBGN0032771	1	9	2	12	17	22
FBGN0032800	50	73	61	81	53	26
FBGN0032449	145	107	167	190	139	144
FBGN0032971	9	0	0	30	48	16
FBGN0286929	0	0	0	2	1	8
FBGN0000018	951	776	791	894	961	784
FBGN0003255	680	885	638	363	405	379
FBGN0013323	0	10	3	7	17	0
FBGN0051780	10	74	250	5	4	42
FBGN0031309	1326	1498	1267	1347	1382	1470
FBGN0011244	44	12	76	36	18	31
FBGN0032462	108	48	35	35	46	10
FBGN0261831	110	35	92	97	110	72
FBGN0031231	1108	885	1024	1220	1192	1195
FBGN0031296	6	18	8	22	25	20
FBGN0032434	42	10	11	38	14	12
FBGN0028570	0	4	0	9	8	0
FBGN0026396	41	70	49	40	18	11
FBGN0028370	27	23	38	60	21	35
FBGN0032677	41	0	8	57	24	23
FBGN0051638	6232	6862	6085	4537	4859	5107
FBGN0031258	61	99	230	131	82	51
FBGN0031472	6	16	11	14	0	36
FBGN0265269	0	1	0	21	0	17
FBGN0031738	4108	4642	4035	3550	4230	3880
FBGN0024371	3218	3430	2949	2633	2855	2728
FBGN0026431	1671	2110	1652	1567	1893	1839
FBGN0031771	4509	4911	5012	4472	4677	5474
FBGN0040972	3	0	0	3	7	0
FBGN0005677	3392	4222	3434	2314	3085	4769
FBGN0028939	107	594	1026	81	216	120
FBGN0024947	1431	1470	1510	1609	1642	1999
FBGN0053532	0	4	31	4	13	25
FBGN0264295	0	0	2	9	3	12
FBGN0032755	0	0	2	9	2	4
FBGN0043456	20737	22128	21119	19694	21677	21869
FBGN0031981	14404	15992	14490	13189	13794	14174
FBGN0032860	20	6	13	2	17	11
FBGN0040705	4	0	8	8	4	17
FBGN0264087	89	119	87	89	67	57
FBGN0086447	326	272	243	165	201	278
FBGN0020309	67658	78308	69442	64134	68078	72832
FBGN0261871	16	29	32	35	22	14
FBGN0032253	132	114	296	182	99	96
FBGN0040963	0	0	0	2	17	0
FBGN0031275	71	78	163	90	81	42
FBGN0287204	1351	1568	1203	938	1160	1172
FBGN0031375	27	24	19	71	44	54
FBGN0032059	1335	1307	1319	1259	1518	1419
FBGN0032635	4025	5347	4777	4360	4706	4647
FBGN0031257	44	45	32	49	23	40
FBGN0052982	7503	7556	8368	6905	7710	7467
FBGN0067311	15	13	17	18	12	14
FBGN0032262	73	15	107	31	30	75
FBGN0026787	888	988	1108	770	954	909
FBGN0260933	609	582	725	540	659	441
FBGN0041183	217	242	1518	143	128	40
FBGN0003502	14771	14699	14635	12065	12803	12424
FBGN0027582	9134	9988	9741	8304	9627	9030
FBGN0025674	5508	5439	5282	4783	5233	5581
FBGN0032694	1955	2719	1914	1277	1756	1690
FBGN0031935	41	13	57	87	21	54
FBGN0261571	73	21	134	92	105	59
FBGN0014076	11	7	2	19	10	5
FBGN0028913	6	0	1	7	0	12
FBGN0031277	0	44	169	0	9	18
FBGN0032295	9792	10833	9399	8469	8267	9737
FBGN0085200	1069	1465	1388	1015	1023	1043
FBGN0014417	346	306	397	261	383	320
FBGN0265256	16	29	14	6	18	2
FBGN0287768	6872	7973	7520	6941	6394	7167
FBGN0053898	0	0	0	1	3	0
FBGN0031866	62	62	45	96	166	42
FBGN0053861	74	69	61	47	82	103
FBGN0031322	2521	2561	2695	2132	2421	2353
FBGN0031412	0	0	0	0	3	6
FBGN0011829	201	171	164	133	193	86
FBGN0014179	33	59	66	28	34	19
FBGN0032397	4397	5253	4887	4497	4896	5033
FBGN0261805	0	0	3	0	5	0
FBGN0032812	2269	3112	2390	2038	2380	2423
FBGN0261963	885	1331	708	890	742	1216
FBGN0040964	715	729	517	606	852	891
FBGN0031250	1782	2182	2084	1920	2287	2097
FBGN0250843	10871	10945	10686	9772	10633	11416
FBGN0021906	3868	4419	4183	3496	3914	4859
FBGN0032770	4	32	10	22	5	10
FBGN0032601	322	166	346	566	535	432
FBGN0265670	4	0	7	2	0	2
FBGN0032321	2898	2918	2753	2881	2981	3043
FBGN0053120	55	66	296	62	66	38
FBGN0261881	857	1036	771	749	913	919
FBGN0264081	21	15	4	3	32	2
FBGN0003016	5090	6800	6266	5220	5767	5911
FBGN0031495	892	1305	1359	839	1335	1174
FBGN0010602	15887	16513	16499	17215	17571	19772
FBGN0040506	30	12	40	66	29	23
FBGN0002036	539	735	500	331	376	464
FBGN0031420	6127	6690	6010	4465	4990	5074
FBGN0031713	2842	3260	2975	2478	2391	2624
FBGN0002931	1986	1646	1942	1937	2087	2016
FBGN0051948	18	0	25	30	3	0
FBGN0032054	1725	1758	1690	1886	1764	2065
FBGN0031253	676	498	560	513	647	545
FBGN0031545	37	2	26	26	33	41
FBGN0032876	3990	4665	4376	3464	4425	4134
FBGN0263037	106	257	199	358	281	135
FBGN0031937	52	139	429	114	53	26
FBGN0085188	5128	5063	4852	4019	4418	4455
FBGN0032805	101	85	102	92	118	218
FBGN0013433	28	24	37	74	11	35
FBGN0064115	400	481	589	384	530	567
FBGN0032160	3870	3911	3484	3437	4584	4005
FBGN0032648	24	42	64	14	39	16
FBGN0085206	8	23	8	7	27	0
FBGN0053906	9	7	0	1	3	0
FBGN0031306	2	75	62	38	22	28
FBGN0032473	28	14	39	49	52	43
FBGN0023489	2	27	50	31	20	10
FBGN0051774	37	96	76	79	107	70
FBGN0085208	886	1520	1337	1092	1101	1093
FBGN0032195	1003	1116	1196	988	989	1039
FBGN0026324	1535	1685	1639	1367	1626	1456
FBGN0011703	17140	16964	17069	20051	20237	20943
FBGN0265001	13	59	60	61	10	38
FBGN0031287	1375	1648	929	914	998	1077
FBGN0040715	201	284	309	269	308	326
FBGN0053897	2	14	1	10	13	12
FBGN0026394	42	0	37	19	23	46
FBGN0032435	40	87	199	61	26	19
FBGN0031637	5345	5723	5564	4648	4812	4602
FBGN0264815	386	604	709	161	202	148
FBGN0003751	16	0	19	23	29	38
FBGN0261991	3	18	0	6	0	0
FBGN0028900	7	11	38	14	10	13
FBGN0032150	804	897	733	669	716	777
FBGN0053923	0	14	40	5	4	1
FBGN0042129	18	16	47	7	6	3
FBGN0032394	1483	1084	1073	1078	1329	1300
FBGN0011305	8998	11374	8607	9247	9561	10971
FBGN0085207	1	1	0	5	0	1
FBGN0024191	2319	2521	2459	1980	2428	2372
FBGN0032391	1628	1741	1595	1360	1487	1787
FBGN0031519	818	727	708	442	624	491
FBGN0002989	1658	1710	1777	1311	1656	1635
FBGN0032366	16	9	24	16	16	11
FBGN0031859	7	1	8	20	7	8
FBGN0263087	19	24	145	21	12	0
FBGN0031678	4030	3753	4612	5628	5771	5746
FBGN0032331	45	25	16	63	22	16
FBGN0040299	114	93	417	85	73	121
FBGN0031745	700	739	639	664	836	961
FBGN0052985	9	61	50	63	10	40
FBGN0032846	451	324	412	562	366	511
FBGN0032878	4	41	17	35	26	12
FBGN0031424	19	72	80	51	29	20
FBGN0032520	35	30	35	65	42	18
FBGN0031292	62	134	125	111	41	115
FBGN0029174	8368	8893	7870	6896	8300	8061
FBGN0003475	696	868	884	735	809	980
FBGN0053889	2	19	0	0	3	3
FBGN0032024	1	4	20	27	48	9
FBGN0032014	1294	1312	1198	820	1041	1086
FBGN0031251	163	144	92	18	44	78
FBGN0031388	7	5	14	46	9	1
FBGN0032483	17	10	25	6	33	38
FBGN0001978	10158	11937	10604	7039	7684	8070
FBGN0031844	32	1	10	25	24	7
FBGN0040949	7	0	0	13	0	16
FBGN0021856	2358	2205	2189	2144	2462	2461
FBGN0031520	100	15	48	15	28	38
FBGN0053928	18	40	77	20	53	33
FBGN0028987	12	12	24	1	16	5
FBGN0032202	603	779	719	641	665	538
FBGN0001125	8602	7955	9519	7820	8807	9888
FBGN0051760	64	82	53	66	44	21
FBGN0031975	79	63	177	94	85	82
FBGN0026392	16	15	39	43	15	17
FBGN0032187	146	148	342	32	40	38
FBGN0032096	1	16	20	48	4	9
FBGN0265264	45	49	56	69	91	68
FBGN0040992	100	209	114	119	208	67
FBGN0259949	0	5	0	0	0	4
FBGN0086856	1194	831	1179	1353	1838	1581
FBGN0051820	3	0	0	5	4	0
FBGN0002856	0	0	13	3	7	3
FBGN0263585	3	2	0	0	0	0
FBGN0031879	90603	104441	93847	80593	80547	88766
FBGN0265002	104	76	98	229	87	42
FBGN0031458	1122	1147	1388	1055	1350	1079
FBGN0004394	6430	7445	7606	6389	6336	6643
FBGN0051617	7169	5111	6463	6739	9883	7460
FBGN0052831	1912	2267	2114	1510	1706	2316
FBGN0085209	2	2	8	5	1	2
FBGN0031696	7474	7535	7490	7094	7117	6988
FBGN0032168	823	797	792	845	1016	885
FBGN0032442	28	4	47	46	28	21
FBGN0004419	18316	19025	17985	16821	19868	17184
FBGN0028857	2	10	23	19	12	18
FBGN0261358	1	0	3	0	2	0
FBGN0283659	651	624	717	472	609	526
FBGN0041789	7484	8491	7953	5637	6014	6507
FBGN0032010	213	205	137	308	333	252
FBGN0011202	6942	7595	8005	6451	6425	7397
FBGN0031392	5122	4801	4927	3713	4288	3657
FBGN0267976	4920	4254	4883	4491	5643	4407
FBGN0261349	67	43	98	64	34	54
FBGN0032509	4294	4210	4556	4387	4487	4423
FBGN0261357	3	4	3	8	12	0
FBGN0051702	12	28	26	100	53	33
FBGN0032065	7	10	16	14	22	0
FBGN0032824	16	102	259	50	15	4
FBGN0032348	15253	16227	15070	12411	12626	13292
FBGN0031660	1644	1701	1811	1204	1797	1909
FBGN0031444	4	4	20	15	2	32
FBGN0031757	0	0	6	23	3	3
FBGN0011259	6239	6896	6221	5072	6095	5666
FBGN0041092	28152	36637	31952	22827	25460	24466
FBGN0040232	21352	21800	24003	20779	23288	22965
FBGN0040968	2	10	54	11	10	0
FBGN0032281	12	28	26	121	21	30
FBGN0011705	953	862	861	698	820	699
FBGN0051668	24	35	74	34	38	15
FBGN0032126	1	20	0	4	0	8
FBGN0004797	2470	1950	2108	1818	2201	1957
FBGN0032242	15159	16537	16195	13824	16298	15355
FBGN0031318	12466	13456	12514	9341	10634	9770
FBGN0032590	2322	2548	2540	1925	2547	1935
FBGN0003187	91	77	39	59	65	70
FBGN0085196	2	0	31	7	4	1
FBGN0032269	47	22	8	44	9	36
FBGN0026147	3827	3624	4054	3540	4244	4230
FBGN0032153	229	334	253	155	137	190
FBGN0028533	550	3129	28245	152	126	219
FBGN0032553	0	0	8	23	4	1
FBGN0032452	16	28	64	50	17	24
FBGN0051793	1053	815	1031	1125	899	1007
FBGN0000464	12446	14150	12635	10184	11105	11212
FBGN0051852	4243	4489	3683	4266	4380	4191
FBGN0032131	8	32	73	27	19	10
FBGN0032304	52	659	8741	15	13	4
FBGN0016075	4965	5275	7536	5048	5490	6555
FBGN0053508	2133	2193	2282	62	23	14
