Geneid	RpS3_Xrp1_C_RNA	RpS3_Xrp1_B_RNA	RpS3_Xrp1_A_RNA	Xrp1_C_RNA	Xrp1_B_RNA	Xrp1_A_RNA
FBGN0265001	23	92	26	61	10	38
FBGN0031287	1377	1329	988	914	998	1077
FBGN0040715	492	487	346	269	308	326
FBGN0053897	8	12	15	10	13	12
FBGN0026394	53	105	48	19	23	46
FBGN0032435	50	34	47	61	26	19
FBGN0031637	4010	4316	3206	4648	4812	4602
FBGN0264815	257	173	160	161	202	148
FBGN0003751	29	37	34	23	29	38
FBGN0261991	8	17	8	6	0	0
FBGN0028900	44	38	17	14	10	13
FBGN0032150	994	861	668	669	716	777
FBGN0053923	35	14	29	5	4	1
FBGN0042129	8	21	6	7	6	3
FBGN0032394	1776	1878	1475	1078	1329	1300
FBGN0011305	9418	9848	8404	9247	9561	10971
FBGN0085207	7	9	9	5	0	1
FBGN0024191	2439	2313	1941	1980	2428	2372
FBGN0032391	2162	2174	1707	1360	1487	1787
FBGN0031519	613	1004	702	442	624	491
FBGN0002989	1753	1621	1039	1311	1656	1635
FBGN0032366	21	19	26	16	16	11
FBGN0031859	1	41	2	20	7	8
FBGN0263087	66	40	51	21	12	0
FBGN0031678	7547	7691	6435	5628	5771	5746
FBGN0032331	82	22	75	63	22	16
FBGN0040299	224	138	43	85	73	121
FBGN0031745	315	437	281	664	836	961
FBGN0052985	72	24	50	63	10	40
FBGN0032846	638	539	502	562	366	511
FBGN0032878	47	32	51	35	26	12
FBGN0031424	77	39	57	51	29	20
FBGN0032520	39	62	52	65	42	18
FBGN0031292	184	132	109	111	41	115
FBGN0029174	11025	11743	9354	6896	8300	8061
FBGN0003475	652	846	627	735	809	980
FBGN0053889	15	14	29	0	3	3
FBGN0032024	12	83	16	27	48	9
FBGN0032014	1276	1670	1031	820	1041	1086
FBGN0031251	220	204	167	18	44	78
FBGN0031388	43	22	22	46	9	1
FBGN0032483	44	24	11	6	33	38
FBGN0001978	9930	10480	8419	7039	7684	8070
FBGN0031844	69	50	22	25	24	7
FBGN0040949	17	0	2	13	0	16
FBGN0021856	2828	2895	2470	2144	2462	2461
FBGN0031520	78	67	18	15	28	38
FBGN0053928	25	17	15	20	53	33
FBGN0028987	29	67	13	1	16	5
FBGN0032202	792	954	672	641	665	538
FBGN0001125	9015	9398	6866	7820	8807	9888
FBGN0051760	190	135	109	66	44	21
FBGN0031975	113	135	120	94	85	82
FBGN0026392	28	17	52	43	15	17
FBGN0032187	163	83	85	32	40	38
FBGN0032096	24	5	20	48	4	9
FBGN0265264	154	66	110	69	91	68
FBGN0040992	806	986	691	119	208	67
FBGN0259949	6	21	13	0	0	4
FBGN0086856	2438	2276	1932	1353	1838	1581
FBGN0051820	5	1	3	5	4	0
FBGN0002856	10	3	2	3	7	3
FBGN0263585	4	0	2	0	0	0
FBGN0031879	51889	53448	41507	80593	80547	88766
FBGN0265002	132	155	102	229	87	42
FBGN0031458	2408	2203	1904	1055	1350	1079
FBGN0004394	4679	4625	3279	6389	6336	6643
FBGN0051617	11023	14699	9812	6739	9883	7460
FBGN0052831	2316	2424	1808	1510	1706	2316
FBGN0085209	3	7	3	5	1	2
FBGN0031696	7970	7840	6159	7094	7117	6988
FBGN0032168	1025	1193	909	845	1016	885
FBGN0032442	107	74	62	46	28	21
FBGN0004419	24777	27244	22069	16821	19868	17184
FBGN0028857	44	11	16	19	12	18
FBGN0261358	46	11	21	0	2	0
FBGN0283659	667	712	612	472	609	526
FBGN0041789	6846	6505	5104	5637	6014	6507
FBGN0032010	420	302	280	308	333	252
FBGN0011202	6028	6314	4816	6451	6425	7397
FBGN0031392	5389	5067	3961	3713	4288	3657
FBGN0267976	10359	10427	8277	4491	5643	4407
FBGN0261349	61	76	70	64	34	54
FBGN0032509	4890	5855	4270	4387	4487	4423
FBGN0261357	23	24	12	8	12	0
FBGN0051702	119	36	57	100	53	33
FBGN0032065	29	25	21	14	22	0
FBGN0032824	21	17	32	50	15	4
FBGN0032348	12580	12810	9695	12411	12626	13292
FBGN0031660	1983	2084	1478	1204	1797	1909
FBGN0031444	40	19	34	15	2	32
FBGN0031757	18	12	0	23	3	3
FBGN0011259	4297	4324	3061	5072	6095	5666
FBGN0041092	20311	19461	15621	22827	25460	24466
FBGN0040232	18023	17532	13680	20779	23288	22965
FBGN0040968	21	33	33	11	10	0
FBGN0032281	25	66	44	121	21	30
FBGN0011705	1073	1140	857	698	820	699
FBGN0051668	90	65	58	34	38	15
FBGN0032126	21	12	7	4	0	8
FBGN0004797	2688	3202	2394	1818	2201	1957
FBGN0032242	18527	18683	14131	13824	16298	15355
FBGN0031318	8301	8219	6289	9341	10634	9770
FBGN0032590	2138	1710	1556	1925	2547	1935
FBGN0003187	109	127	67	59	65	70
FBGN0085196	1	21	7	7	4	1
FBGN0032269	45	41	36	44	9	36
FBGN0026147	4347	4577	3504	3540	4244	4230
FBGN0032153	289	272	269	155	137	190
FBGN0028533	270	215	261	152	126	219
FBGN0032553	36	36	13	23	4	1
FBGN0032452	59	10	37	50	17	24
FBGN0051793	1515	1284	1186	1125	899	1007
FBGN0000464	7944	7813	6452	10184	11105	11212
FBGN0051852	5664	6632	5221	4266	4380	4191
FBGN0032131	43	40	51	27	19	10
FBGN0032304	45	5	16	15	13	4
FBGN0016075	5924	6285	4949	5048	5490	6555
FBGN0053508	1244	1226	1024	62	23	14
FBGN0286027	1809	2493	1535	1338	2014	1594
FBGN0051933	48	36	46	19	17	16
FBGN0286723	394	356	244	59	71	48
FBGN0010265	82287	86762	68052	69579	80799	82762
FBGN0031758	46	37	14	23	23	3
FBGN0031478	1541	1666	1172	1712	1752	1993
FBGN0031900	157	110	86	92	53	29
FBGN0032000	2329	2353	1820	1108	1497	1530
FBGN0027094	36575	33005	26869	23452	27304	27154
FBGN0270924	14663	15746	12082	13872	16344	16897
FBGN0032398	3975	3944	3251	3876	5281	4559
FBGN0264922	33175	29816	25835	26349	29834	28567
FBGN0031655	1559	1494	975	1119	1386	1285
FBGN0041097	182	150	134	63	64	67
FBGN0284084	5081	5159	3337	5544	6249	5865
FBGN0027929	139	64	93	44	13	23
FBGN0019830	4839	4996	4164	3729	3551	4639
FBGN0040950	655	544	571	206	260	1049
FBGN0261697	11	35	38	44	65	11
FBGN0032799	2914	3446	2314	2020	2545	2164
FBGN0031894	1946	2589	1403	1662	1850	1722
FBGN0032087	37	28	28	9	9	3
FBGN0001994	11173	11465	8610	14214	14225	15512
FBGN0053852	69	18	39	43	18	15
FBGN0031469	48	115	18	39	4	9
FBGN0085339	1384	1391	1192	698	1024	880
FBGN0031631	974	1004	710	734	702	809
FBGN0053899	8	12	15	10	13	12
FBGN0032154	1068	1162	847	865	1022	1148
FBGN0028990	9582	10138	6722	11682	14262	15227
FBGN0032645	41	37	19	5	13	11
FBGN0053814	335	209	223	2	2	1
FBGN0027592	6780	6793	5016	7271	7650	7819
FBGN0015797	4179	4695	3746	3220	3599	3874
FBGN0032346	1673	1676	1288	1416	1441	1503
FBGN0002525	67247	63268	52521	49775	51296	55250
FBGN0053121	92	33	27	45	12	16
FBGN0053816	1771	2447	1660	987	1590	1088
FBGN0032421	1869	2188	1663	1536	1722	1937
FBGN0015772	5541	5546	4453	6449	7749	6764
FBGN0264742	1742	1569	1406	1451	1709	1741
FBGN0265262	240	351	223	168	272	237
FBGN0031952	4482	4260	3566	5701	6340	6159
FBGN0031703	44	96	57	171	116	144
FBGN0264340	288	283	154	227	202	347
FBGN0053882	2	1	0	1	0	3
FBGN0266521	16251	17480	13764	14910	18184	17135
FBGN0031969	1148	1279	871	1224	1219	1459
FBGN0032194	3337	3900	2892	2778	3170	2847
FBGN0031684	1511	1582	1209	896	1244	1073
FBGN0031389	48	185	108	28	12	14
FBGN0032493	14	36	31	17	4	9
FBGN0031596	18	23	3	8	0	0
FBGN0051785	17	34	21	2	27	0
FBGN0051719	115	113	78	70	56	46
FBGN0031476	37	15	5	28	57	8
FBGN0032857	53	54	40	23	42	17
FBGN0005660	150	206	147	89	60	101
FBGN0028375	2330	2397	2008	1785	1740	1707
FBGN0041103	4	2	10	16	0	0
FBGN0051921	222	66	128	22	46	52
FBGN0086907	10	35	3	6	4	0
FBGN0011832	0	0	0	0	0	8
FBGN0031613	32	86	54	57	55	102
FBGN0032086	30	31	37	9	6	3
FBGN0051679	30	21	27	21	23	6
FBGN0053857	0	0	0	0	0	0
FBGN0264086	107	197	73	59	39	64
FBGN0051810	316	57	163	149	98	223
FBGN0031431	29	42	3	10	17	16
FBGN0051989	1985	2031	1424	1887	2081	2502
FBGN0026577	30379	31424	25229	34624	37685	34322
FBGN0031850	6400	6617	5072	4765	5814	5898
FBGN0031710	2672	2215	2222	1594	2315	2368
FBGN0053884	2	1	0	1	0	3
FBGN0001202	2488	2705	1890	2035	2536	2057
FBGN0053307	20	53	26	15	31	1
FBGN0032863	4330	3827	3755	3422	4131	4506
FBGN0261647	6110	5914	5019	5141	6237	6302
FBGN0031630	84	58	43	22	31	60
FBGN0032974	6388	6916	5689	6171	6358	6558
FBGN0032730	259	517	220	333	237	212
FBGN0031729	4	14	0	6	1	0
FBGN0040070	6416	7070	5637	3466	3919	4059
FBGN0024248	5696	5575	4351	5376	5654	5583
FBGN0058439	2255	2422	2086	946	1194	874
FBGN0284082	8	11	3	4	4	6
FBGN0031442	24	28	14	38	9	4
FBGN0031295	5	0	19	24	5	5
FBGN0051955	34	14	14	5	4	16
FBGN0051690	103	86	99	30	35	54
FBGN0262354	17	8	7	13	5	20
FBGN0032122	128	125	118	129	192	111
FBGN0024920	3390	3243	3033	2340	2817	3112
FBGN0004893	42364	42242	31509	36840	41701	42206
FBGN0031610	491	697	421	453	445	594
FBGN0031996	5025	5425	3862	5472	6641	6564
FBGN0015808	4258	4619	3780	3165	3770	3674
FBGN0259965	14	7	0	26	2	0
FBGN0004407	3214	3477	2734	2291	2583	2224
FBGN0053300	4564	3896	3084	2395	1850	602
FBGN0011230	59919	59245	47180	70019	79058	78317
FBGN0051876	18	32	39	11	3	17
FBGN0031544	5358	5759	4588	4176	4805	4815
FBGN0040010	3485	3569	2841	1655	2284	2037
FBGN0031299	74	120	45	36	34	14
FBGN0025686	39	34	16	74	32	166
FBGN0032681	3577	3395	2664	2258	2770	2502
FBGN0264895	4430	3853	3099	4336	4594	4944
FBGN0032235	395	515	343	128	113	102
FBGN0012036	591	581	416	1095	837	829
FBGN0031450	6724	6462	5338	5504	6173	6344
FBGN0053834	391	256	239	95	147	150
FBGN0032896	37	45	14	21	7	1
FBGN0032068	97	39	81	62	30	15
FBGN0031936	86	95	81	66	36	16
FBGN0024734	4558	4809	3869	4628	5866	4897
FBGN0032981	37	68	27	34	28	41
FBGN0004507	11763	11597	9020	15559	14327	17106
FBGN0263026	9	2	4	0	6	0
FBGN0020880	40	72	48	33	20	45
FBGN0053860	2	10	3	1	1	0
FBGN0015400	75	91	105	70	59	124
FBGN0032318	29	14	4	9	3	11
FBGN0262877	2	7	6	0	0	4
FBGN0032682	4128	4323	3385	3979	3965	3905
FBGN0031244	523	530	477	406	426	535
FBGN0032211	75	22	56	45	18	8
FBGN0019890	9174	9802	7334	10061	11655	11476
FBGN0016930	10730	10149	7747	6131	6891	7204
FBGN0051789	208	156	128	28	20	37
FBGN0032669	58	36	37	30	5	22
FBGN0031566	2472	2574	1881	1868	1929	1898
FBGN0031997	870	832	709	735	720	895
FBGN0028887	88	134	141	111	34	62
FBGN0016054	1486	1698	1130	428	385	414
FBGN0032117	463	331	243	421	363	249
FBGN0031494	587	584	540	332	433	355
FBGN0261531	19	17	1	11	0	3
FBGN0032313	55	25	25	6	23	20
FBGN0015803	5350	5142	4194	4482	4843	4630
FBGN0086130	1644	1701	1201	1170	1164	1406
FBGN0031288	6	5	4	39	2	0
FBGN0010612	5228	6211	4473	3650	4751	4415
FBGN0051792	85	71	79	82	78	51
FBGN0262872	11270	11287	8453	10818	12439	13519
FBGN0000052	8158	8347	6466	6162	6356	7386
FBGN0041250	70	87	58	14	30	7
FBGN0032178	27	4	13	23	4	31
FBGN0053116	1883	1668	1486	2287	2104	2197
FBGN0259960	34	8	5	8	3	10
FBGN0263234	44	19	36	15	18	2
FBGN0001301	13216	13148	10453	11790	11872	12454
FBGN0265607	19	28	13	28	22	18
FBGN0067779	7392	7302	5989	6788	7787	7049
FBGN0032522	24	39	15	42	20	14
FBGN0032465	3083	2935	2504	2231	1990	2311
FBGN0263256	1216	1015	868	1168	1063	1256
FBGN0031419	243	221	181	279	127	100
FBGN0000588	1655	1453	1180	1379	1801	2027
FBGN0032017	969	855	823	664	689	789
FBGN0051716	16708	17259	13156	14816	17961	16517
FBGN0032048	24	10	5	20	11	2
FBGN0028534	168	113	103	122	239	231
FBGN0051730	12	11	22	18	2	18
FBGN0031409	23	28	11	19	4	25
FBGN0262814	0	0	2	0	0	1
FBGN0031428	699	527	426	426	550	632
FBGN0028903	71	28	36	26	13	19
FBGN0011207	3281	3138	2406	2564	2767	3088
FBGN0051637	1865	1841	1399	1876	1811	2255
FBGN0031283	56	34	31	12	4	0
FBGN0032614	82	134	92	69	69	63
FBGN0267327	8	5	6	4	0	3
FBGN0262743	17896	18374	14265	20900	23230	25278
FBGN0032889	5058	5918	4033	3377	4370	4582
FBGN0003141	2592	2414	2075	1666	2111	2042
FBGN0054003	10	4	30	32	18	3
FBGN0041781	5460	4870	3947	4964	5511	5712
FBGN0031530	950	866	795	473	634	591
FBGN0032376	62	10	15	32	16	36
FBGN0000320	1865	2226	1417	1794	2009	2410
FBGN0032563	54	47	39	47	10	4
FBGN0032205	531	501	367	334	246	273
FBGN0025724	16412	17376	13149	12143	14736	13989
FBGN0264743	3029	3014	2220	2593	2744	2798
FBGN0032364	40	67	60	54	19	30
FBGN0028950	30	28	16	2	5	13
FBGN0032877	1213	1285	1063	686	696	793
FBGN0031220	461	562	255	92	79	53
FBGN0032471	69	154	74	90	81	46
FBGN0032588	28	27	9	15	4	15
FBGN0051870	8	0	20	4	0	4
FBGN0264990	0	0	6	0	12	4
FBGN0005664	28	82	38	31	29	23
FBGN0264432	8	23	3	3	2	8
FBGN0051867	16	44	3	23	4	11
FBGN0264543	1	18	2	0	1	0
FBGN0053113	26629	26284	21215	22367	24425	25245
FBGN0028858	14	30	16	27	7	0
FBGN0262599	56	47	20	19	15	19
FBGN0031422	688	644	493	428	366	449
FBGN0032715	2077	2233	1790	1602	1793	1968
FBGN0053510	85	36	27	14	21	22
FBGN0004872	161	121	119	132	141	52
FBGN0031294	150	106	149	104	93	89
FBGN0032370	1	50	6	12	8	31
FBGN0086683	5374	6422	4623	3286	3760	3585
FBGN0031505	1755	2270	1556	839	992	1008
FBGN0028901	87	140	101	92	43	26
FBGN0032260	32	66	10	27	90	18
FBGN0028896	53	36	22	7	33	56
FBGN0083973	360	291	168	527	684	648
FBGN0051924	19	41	14	17	6	5
FBGN0263133	2807	2832	2248	2165	2642	2887
FBGN0053509	725	597	567	13	18	9
FBGN0058006	1378	1460	1012	1713	2118	1589
FBGN0031779	1806	1909	1584	1515	2024	2332
FBGN0031876	666	877	633	675	538	546
FBGN0002593	59593	71717	52697	61802	64130	77016
FBGN0259957	2	7	0	5	3	1
FBGN0042175	2331	2391	1911	2084	2038	2094
FBGN0012037	36501	36308	31312	20489	28951	32247
FBGN0031522	68	43	40	14	26	19
FBGN0031602	67	52	68	70	44	51
FBGN0041723	152	139	209	137	46	84
FBGN0031768	2647	2439	1786	1978	1989	2294
FBGN0040508	106	170	82	61	12	36
FBGN0283652	2068	2062	1467	1117	1126	1441
FBGN0031451	89	49	112	55	38	42
FBGN0003209	6107	5529	4522	6117	6813	5939
FBGN0262358	0	6	10	1	5	11
FBGN0053907	20	9	20	20	1	5
FBGN0003430	72	97	64	36	17	16
FBGN0024740	45	57	33	34	14	4
FBGN0011818	3572	3121	2744	2711	2969	3071
FBGN0032731	1457	1239	1039	1179	1505	1490
FBGN0031286	779	824	478	885	793	663
FBGN0032290	1251	1047	1127	1334	1853	1629
FBGN0031737	44	87	37	59	67	46
FBGN0027568	15128	14492	11851	13014	14258	14553
FBGN0031721	52	26	2	10	11	11
FBGN0032884	5733	5499	4184	4162	4850	5038
FBGN0028707	429	630	412	429	292	337
FBGN0028542	314	241	180	28	12	27
FBGN0032809	20	26	12	18	24	8
FBGN0032336	20	26	12	4	4	0
FBGN0032790	894	783	566	663	564	521
FBGN0028658	595	497	502	562	628	611
FBGN0031817	469	444	319	382	502	437
FBGN0001942	89029	94427	75455	83152	93190	101301
FBGN0027600	5074	6116	4408	6437	6341	7832
FBGN0031592	7	9	26	11	5	16
FBGN0031728	37	24	5	30	36	9
FBGN0024291	8711	9293	6755	8073	9026	8577
FBGN0031414	194	234	183	85	101	81
FBGN0053124	75	34	32	28	12	13
FBGN0085422	39	55	62	38	33	24
FBGN0015834	13991	14153	11897	18702	20598	22403
FBGN0028870	2	33	24	4	12	19
FBGN0283678	7	12	14	24	11	1
FBGN0086779	7000	7454	5364	6415	6686	6105
FBGN0051902	38	12	35	47	45	34
FBGN0031920	41	36	53	70	4	13
FBGN0028866	13	11	21	5	5	10
FBGN0028482	68	159	47	108	81	123
FBGN0031913	598	468	352	77	98	64
FBGN0032330	12872	11966	9545	12572	13866	13446
FBGN0020429	98	95	59	55	31	3
FBGN0053831	50	26	43	19	9	22
FBGN0032600	10210	9979	7794	8880	9740	10185
FBGN0053903	45	6	22	38	26	10
FBGN0031483	1766	1496	1103	1702	1575	1626
FBGN0040967	20	21	2	5	7	0
FBGN0031926	991	870	965	1070	1152	1150
FBGN0004811	3858	4074	3150	2947	2922	2936
FBGN0031766	302	341	170	157	117	181
FBGN0031769	22204	21939	17971	18169	21311	23021
FBGN0032929	4083	3883	3163	4052	4975	4096
FBGN0263354	116	60	91	86	60	25
FBGN0032835	85	121	62	47	21	30
FBGN0010263	572	462	334	290	195	173
FBGN0013531	1522	1939	1370	1041	1174	1352
FBGN0259950	374	372	301	8	83	0
FBGN0032280	97	92	92	136	33	68
FBGN0032486	668	756	543	476	384	496
FBGN0032428	70	175	105	40	47	65
FBGN0052463	27	40	42	28	7	24
FBGN0286781	18767	19614	13933	16386	18195	17496
FBGN0043002	1907	1921	1354	1218	1206	1226
FBGN0044811	3	10	17	9	0	5
FBGN0031310	3106	3436	2617	2336	2484	2889
FBGN0053893	8	7	15	10	13	12
FBGN0031661	4388	3985	3164	3517	4090	3915
FBGN0004620	124	116	110	74	81	65
FBGN0053851	0	0	0	0	0	0
FBGN0032706	18	33	24	46	14	113
FBGN0020906	828	758	648	48	78	112
FBGN0053648	12	13	9	3	7	2
FBGN0031877	374	258	225	397	396	381
FBGN0032457	55	13	48	27	14	55
FBGN0261597	115961	109073	96302	108109	125629	128930
FBGN0032388	14052	13590	11444	10842	13799	13240
FBGN0020497	19451	21271	16603	18974	21746	21538
FBGN0032311	0	0	16	6	6	0
FBGN0028516	49	65	37	43	22	20
FBGN0032925	12338	11501	9724	9382	10978	10195
FBGN0053841	27	30	26	0	0	0
FBGN0032489	68	18	16	39	10	17
FBGN0250785	14527	15916	11832	15958	18373	17647
FBGN0263080	5	6	5	27	4	5
FBGN0263314	11	20	6	0	9	6
FBGN0053310	139	44	100	64	42	32
FBGN0032703	2033	2102	1921	1187	1394	1092
FBGN0032101	4347	4464	3268	2287	2796	2291
FBGN0261830	75	80	84	56	80	28
FBGN0250847	70	18	28	41	12	18
FBGN0031853	42	24	37	29	49	36
FBGN0031307	7272	7010	5664	5445	6589	7078
FBGN0010422	7497	7557	6311	5510	6349	5960
FBGN0031986	69	37	46	50	10	14
FBGN0267252	64	11	19	31	30	13
FBGN0031536	1911	2302	1534	1627	1883	2081
FBGN0000075	1468	1567	1251	963	911	967
FBGN0002938	340	340	177	313	342	318
FBGN0031736	3878	3777	2970	3734	4289	3988
FBGN0053864	21	18	8	18	29	36
FBGN0051740	11	23	9	15	11	0
FBGN0000286	3843	4339	3127	4180	4494	4567
FBGN0028897	415	541	459	460	541	462
FBGN0051626	147	171	109	105	74	50
FBGN0026397	65	77	40	42	8	28
FBGN0014127	10762	11507	8949	8250	9351	9106
FBGN0261239	12396	13733	10400	12300	14460	12683
FBGN0264744	844	769	570	732	671	983
FBGN0011294	23	37	5	18	1	0
FBGN0005617	10077	10861	8720	10249	11789	10311
FBGN0053876	0	0	18	0	6	0
FBGN0260453	63	15	27	2	3	15
FBGN0032312	17	11	5	19	3	8
FBGN0031882	626	439	398	387	453	528
FBGN0053281	76	43	44	17	17	32
FBGN0051926	51	15	24	34	23	10
FBGN0267330	7175	7415	5924	4067	4712	4340
FBGN0032322	176	179	83	67	40	35
FBGN0028703	2773	2990	1901	2911	3056	3178
FBGN0032244	3098	3067	2407	2500	2670	2620
FBGN0019686	3168	3382	2614	3414	3655	3789
FBGN0032853	45	22	2	23	22	13
FBGN0032919	8808	9875	7699	7197	8091	8837
FBGN0015035	30	40	10	89	32	37
FBGN0032250	2243	2268	1629	1395	1494	1270
FBGN0014857	9262	9383	8528	8041	8138	9982
FBGN0040102	429	516	366	30	33	74
FBGN0031716	45	30	23	12	23	18
FBGN0286786	6024	6122	4964	4480	5171	5750
FBGN0032864	17632	18212	14681	14887	16741	17880
FBGN0021761	16407	17340	13089	13973	16240	15051
FBGN0032740	6	6	8	5	7	0
FBGN0028490	2119	1906	1409	1405	1331	1650
FBGN0020503	8580	8361	6650	8403	9906	8539
FBGN0287724	205	152	102	106	108	67
FBGN0031990	11393	10942	8097	10734	11829	11939
FBGN0032033	561	542	337	443	309	328
FBGN0020415	330	265	290	122	135	96
FBGN0032644	1202	1019	873	633	899	771
FBGN0032796	5198	5444	4158	5306	6534	6333
FBGN0065109	68	38	31	12	6	16
FBGN0032109	77	24	59	52	21	31
FBGN0053846	23	6	13	14	6	5
FBGN0031261	403	544	263	150	117	104
FBGN0053855	416	250	181	95	148	141
FBGN0051673	1136	897	765	832	997	1039
FBGN0053868	13747	13537	10467	6867	8701	7759
FBGN0085197	3	0	6	2	4	3
FBGN0000317	12406	12660	9445	12684	14107	13559
FBGN0259229	102	44	77	68	31	18
FBGN0031603	832	903	620	618	866	802
FBGN0032053	1223	1463	922	751	1210	1211
FBGN0002566	7901	8733	6255	5329	6192	5266
FBGN0051643	1142	932	817	729	858	840
FBGN0051663	128	174	121	85	55	35
FBGN0004567	114	70	159	22	41	51
FBGN0031485	1667	1602	1319	1032	1250	1123
FBGN0031496	245	148	130	18	68	70
FBGN0028544	1310	1932	1033	2407	1718	2028
FBGN0051612	609	412	334	224	242	354
FBGN0031390	17463	18126	13625	16470	18546	18327
FBGN0051788	4	8	0	3	2	7
FBGN0031972	930	964	694	619	701	730
FBGN0001170	553	548	373	337	447	433
FBGN0267365	2159	1772	1661	1649	1982	1429
FBGN0286898	10729	11013	8594	11785	13864	12941
FBGN0032416	28	40	26	28	15	20
FBGN0265138	64	5	8	64	29	13
FBGN0260446	116	87	64	60	49	48
FBGN0032779	309	367	144	181	181	203
FBGN0287218	0	14	4	0	0	3
FBGN0032595	717	482	504	272	251	273
FBGN0262140	5	0	6	0	4	0
FBGN0029161	2798	2687	2250	1847	2020	2211
FBGN0003607	28058	30912	24641	19369	21557	20922
FBGN0031460	4	17	26	13	1	6
FBGN0029137	44	110	58	60	48	94
FBGN0264308	138	204	117	120	69	84
FBGN0262786	7	17	5	6	5	6
FBGN0011291	1430	1966	1395	1038	1411	1069
FBGN0032419	25	0	8	30	13	0
FBGN0031337	35	0	20	16	11	12
FBGN0001989	1858	2344	1957	1720	2297	2505
FBGN0040958	4	24	10	0	6	0
FBGN0031770	89	69	41	14	25	11
FBGN0032147	1187	956	937	1260	1125	1374
FBGN0031622	27	35	34	37	30	18
FBGN0053809	33	14	9	5	17	2
FBGN0028398	2611	2900	2255	1964	2156	2188
FBGN0031939	319	294	335	171	128	37
FBGN0032850	76	15	28	18	10	3
FBGN0031571	22996	24077	18077	30413	33046	30413
FBGN0031533	38	63	19	23	25	14
FBGN0264433	14	18	10	8	0	6
FBGN0000547	57738	58153	45916	77695	86118	88692
FBGN0003270	32	0	6	2	1	3
FBGN0264362	5	0	2	5	10	0
FBGN0031216	14491	15309	11916	15182	16251	14618
FBGN0032577	6	7	4	2	9	8
FBGN0004867	80964	97662	68801	67056	72362	78765
FBGN0002673	617	619	518	776	868	793
FBGN0263094	1	2	7	1	5	7
FBGN0032495	340	286	234	253	190	303
FBGN0086855	7376	7132	5325	6162	7043	7122
FBGN0032104	38	54	31	26	67	68
FBGN0032026	5653	5730	4854	5485	5908	5923
FBGN0263200	781	897	553	797	982	955
FBGN0053888	2	1	0	1	0	3
FBGN0051908	8915	9261	7191	6657	6726	7993
FBGN0287234	1672	2531	1338	758	676	930
FBGN0031747	170	144	183	73	39	2
FBGN0032518	38112	47758	33412	36777	42964	46496
FBGN0032002	148	173	63	72	79	69
FBGN0031498	269	307	221	268	160	193
FBGN0031517	80	49	29	29	51	33
FBGN0031995	4136	4385	3303	3388	3799	3965
FBGN0000182	54	50	45	89	46	10
FBGN0263079	71	37	49	69	38	58
FBGN0083960	197	185	111	92	90	150
FBGN0053815	9	6	7	1	9	2
FBGN0032632	20	27	6	53	10	0
FBGN0000055	1019	915	716	295	338	189
FBGN0031791	339	427	192	69	111	88
FBGN0051634	107	133	61	51	34	3
FBGN0031489	159	189	120	28	42	14
FBGN0032839	41	26	16	24	9	2
FBGN0031834	295	379	320	16	12	10
FBGN0053196	122764	122844	93725	251791	235855	224601
FBGN0013810	415	252	285	256	207	200
FBGN0031440	34	33	32	12	8	0
FBGN0064225	162418	170494	125793	92995	111758	109352
FBGN0031692	9	29	35	12	10	11
FBGN0002021	1715	2130	1422	1393	1417	1366
FBGN0023415	46	6	31	16	10	0
FBGN0032880	11289	12617	8898	7813	9137	8259
FBGN0032515	3208	3049	2614	3691	3679	4262
FBGN0031720	9	13	21	5	3	15
FBGN0021967	2943	3779	2663	1901	1831	1866
FBGN0032753	44	6	6	25	8	62
FBGN0261627	6	1	3	3	14	0
FBGN0053818	0	6	14	20	41	10
FBGN0053891	8	7	15	10	13	12
FBGN0032381	90	22	44	25	22	22
FBGN0032016	3088	2658	2402	1802	2063	2180
FBGN0031740	4530	4768	3796	3530	3933	4178
FBGN0032879	172	98	115	100	68	66
FBGN0040097	16	5	12	1	4	2
FBGN0263082	9	9	18	0	1	0
FBGN0032222	1995	1784	1512	1052	1481	1471
FBGN0031662	3022	3108	2468	1716	2283	1895
FBGN0053531	580	774	501	913	1018	783
FBGN0014033	916	858	839	327	364	150
FBGN0011274	699	761	570	507	495	447
FBGN0032022	390	155	189	252	261	244
FBGN0031829	101	13	39	118	145	89
FBGN0028537	5068	5583	5057	780	1336	424
FBGN0040496	1718	1750	1370	1611	1428	1712
FBGN0031826	36	89	26	58	44	30
FBGN0032961	8497	9777	7153	5479	6247	6076
FBGN0031249	44	26	60	16	4	5
FBGN0067622	457	610	562	422	487	291
FBGN0032406	19	6	52	34	2	3
FBGN0000061	4932	5488	3668	4128	4760	4359
FBGN0032871	105	89	143	117	82	59
FBGN0001086	7996	7746	6137	9102	9960	10453
FBGN0259151	122	89	109	122	114	121
FBGN0031951	2869	3117	2463	1549	1926	1870
FBGN0264363	6	0	4	4	1	7
FBGN0053854	0	0	0	0	0	0
FBGN0259716	231	263	225	72	114	79
FBGN0031298	2699	2881	2032	2147	2434	2459
FBGN0031929	25	24	30	12	1	34
FBGN0027586	25	24	25	14	24	66
FBGN0032467	11571	12034	9536	10724	12556	12679
FBGN0051866	2019	2499	1670	2667	2986	2919
FBGN0250786	16985	16920	14233	20630	21794	21918
FBGN0259954	3	6	2	7	3	1
FBGN0031988	4598	4024	3288	3229	3885	3987
FBGN0032868	19	28	17	13	15	7
FBGN0287788	499	474	407	362	368	412
